seed,trajectory,phase_b_batch_digest,phase_b_sampler_digest,probe_train_digest,probe_eval_digest,reconstruction_passed
241,sham,36e92bc4babd033f1e048865e024a795544533ee7d161d6eddc66daf7c90c351,7f31a858e0e3dcf18c53bb6c89df2577cc684c9d8e43d464837f43490b3b6276,1f11403c2eb92908bcef0bbc035c8e2a6876351f290fe9ab7388a79e5566979a,10fe3ce41b3bc80e29551c2b6c6b839ab47b6242109fc9a5fa061b9fd0ad53bb,True
251,independent_carry,5afd4feffd27d7cb3581446fcf3746e87f06cb6b860828af98720f6cbce0f6fc,ebe00e904615f467445677dbe792d6e8207c687fdcf59847db4d4eb5e206ef10,9dd74270bf7f85b8cf45cca13778770b7924eb06715e8ece1d5e81bd052e9094,53edd3d60eca40c029d428a9e43fb1623e8de76d295720feb940cfa51e8f1e0d,True
251,nested_carry,5afd4feffd27d7cb3581446fcf3746e87f06cb6b860828af98720f6cbce0f6fc,ebe00e904615f467445677dbe792d6e8207c687fdcf59847db4d4eb5e206ef10,9dd74270bf7f85b8cf45cca13778770b7924eb06715e8ece1d5e81bd052e9094,53edd3d60eca40c029d428a9e43fb1623e8de76d295720feb940cfa51e8f1e0d,True
251,scratch,5afd4feffd27d7cb3581446fcf3746e87f06cb6b860828af98720f6cbce0f6fc,ebe00e904615f467445677dbe792d6e8207c687fdcf59847db4d4eb5e206ef10,9dd74270bf7f85b8cf45cca13778770b7924eb06715e8ece1d5e81bd052e9094,53edd3d60eca40c029d428a9e43fb1623e8de76d295720feb940cfa51e8f1e0d,True
251,nested_reset,5afd4feffd27d7cb3581446fcf3746e87f06cb6b860828af98720f6cbce0f6fc,ebe00e904615f467445677dbe792d6e8207c687fdcf59847db4d4eb5e206ef10,9dd74270bf7f85b8cf45cca13778770b7924eb06715e8ece1d5e81bd052e9094,53edd3d60eca40c029d428a9e43fb1623e8de76d295720feb940cfa51e8f1e0d,True
251,independent_reset,5afd4feffd27d7cb3581446fcf3746e87f06cb6b860828af98720f6cbce0f6fc,ebe00e904615f467445677dbe792d6e8207c687fdcf59847db4d4eb5e206ef10,9dd74270bf7f85b8cf45cca13778770b7924eb06715e8ece1d5e81bd052e9094,53edd3d60eca40c029d428a9e43fb1623e8de76d295720feb940cfa51e8f1e0d,True
251,sham,5afd4feffd27d7cb3581446fcf3746e87f06cb6b860828af98720f6cbce0f6fc,ebe00e904615f467445677dbe792d6e8207c687fdcf59847db4d4eb5e206ef10,9dd74270bf7f85b8cf45cca13778770b7924eb06715e8ece1d5e81bd052e9094,53edd3d60eca40c029d428a9e43fb1623e8de76d295720feb940cfa51e8f1e0d,True
257,independent_carry,5e54aec94ce44b80e19f9445afee54b3553e5164c1db9275f3db1663869435d4,89b6c9762e01aa798b078d15cf710726c4b42b48c7dce0dacbcc8b5cfb016757,16303d05a97a5e3670a06f5e3793f16015183ef00acde351f66ac19b85113779,76a47dee21d2035ca78fb5ab461e0c41881ec416e03a98a90636d8b99c5c9456,True
257,nested_carry,5e54aec94ce44b80e19f9445afee54b3553e5164c1db9275f3db1663869435d4,89b6c9762e01aa798b078d15cf710726c4b42b48c7dce0dacbcc8b5cfb016757,16303d05a97a5e3670a06f5e3793f16015183ef00acde351f66ac19b85113779,76a47dee21d2035ca78fb5ab461e0c41881ec416e03a98a90636d8b99c5c9456,True
257,independent_reset,5e54aec94ce44b80e19f9445afee54b3553e5164c1db9275f3db1663869435d4,89b6c9762e01aa798b078d15cf710726c4b42b48c7dce0dacbcc8b5cfb016757,16303d05a97a5e3670a06f5e3793f16015183ef00acde351f66ac19b85113779,76a47dee21d2035ca78fb5ab461e0c41881ec416e03a98a90636d8b99c5c9456,True
257,sham,5e54aec94ce44b80e19f9445afee54b3553e5164c1db9275f3db1663869435d4,89b6c9762e01aa798b078d15cf710726c4b42b48c7dce0dacbcc8b5cfb016757,16303d05a97a5e3670a06f5e3793f16015183ef00acde351f66ac19b85113779,76a47dee21d2035ca78fb5ab461e0c41881ec416e03a98a90636d8b99c5c9456,True
257,nested_reset,5e54aec94ce44b80e19f9445afee54b3553e5164c1db9275f3db1663869435d4,89b6c9762e01aa798b078d15cf710726c4b42b48c7dce0dacbcc8b5cfb016757,16303d05a97a5e3670a06f5e3793f16015183ef00acde351f66ac19b85113779,76a47dee21d2035ca78fb5ab461e0c41881ec416e03a98a90636d8b99c5c9456,True
257,scratch,5e54aec94ce44b80e19f9445afee54b3553e5164c1db9275f3db1663869435d4,89b6c9762e01aa798b078d15cf710726c4b42b48c7dce0dacbcc8b5cfb016757,16303d05a97a5e3670a06f5e3793f16015183ef00acde351f66ac19b85113779,76a47dee21d2035ca78fb5ab461e0c41881ec416e03a98a90636d8b99c5c9456,True
263,independent_carry,407cd7ab68101a2a109b08cd4ca7bde52373051504e5d2eb0cdb8b18d4c2e680,81f95c0530a26e7233be61949689cdcd56c92883b1916cd9aee348695c35dfc2,a1116d61377ae349f88e0a9d80e21309b5bc97b3ba104dd0702c14527df6cdd1,e1d1c33cfbe3c353e91085d50e9e64e3d6868a1d86efc5e2237fc8d819c954c7,True
263,independent_reset,407cd7ab68101a2a109b08cd4ca7bde52373051504e5d2eb0cdb8b18d4c2e680,81f95c0530a26e7233be61949689cdcd56c92883b1916cd9aee348695c35dfc2,a1116d61377ae349f88e0a9d80e21309b5bc97b3ba104dd0702c14527df6cdd1,e1d1c33cfbe3c353e91085d50e9e64e3d6868a1d86efc5e2237fc8d819c954c7,True
263,sham,407cd7ab68101a2a109b08cd4ca7bde52373051504e5d2eb0cdb8b18d4c2e680,81f95c0530a26e7233be61949689cdcd56c92883b1916cd9aee348695c35dfc2,a1116d61377ae349f88e0a9d80e21309b5bc97b3ba104dd0702c14527df6cdd1,e1d1c33cfbe3c353e91085d50e9e64e3d6868a1d86efc5e2237fc8d819c954c7,True
263,scratch,407cd7ab68101a2a109b08cd4ca7bde52373051504e5d2eb0cdb8b18d4c2e680,81f95c0530a26e7233be61949689cdcd56c92883b1916cd9aee348695c35dfc2,a1116d61377ae349f88e0a9d80e21309b5bc97b3ba104dd0702c14527df6cdd1,e1d1c33cfbe3c353e91085d50e9e64e3d6868a1d86efc5e2237fc8d819c954c7,True
263,nested_reset,407cd7ab68101a2a109b08cd4ca7bde52373051504e5d2eb0cdb8b18d4c2e680,81f95c0530a26e7233be61949689cdcd56c92883b1916cd9aee348695c35dfc2,a1116d61377ae349f88e0a9d80e21309b5bc97b3ba104dd0702c14527df6cdd1,e1d1c33cfbe3c353e91085d50e9e64e3d6868a1d86efc5e2237fc8d819c954c7,True
263,nested_carry,407cd7ab68101a2a109b08cd4ca7bde52373051504e5d2eb0cdb8b18d4c2e680,81f95c0530a26e7233be61949689cdcd56c92883b1916cd9aee348695c35dfc2,a1116d61377ae349f88e0a9d80e21309b5bc97b3ba104dd0702c14527df6cdd1,e1d1c33cfbe3c353e91085d50e9e64e3d6868a1d86efc5e2237fc8d819c954c7,True
