inference_status,run_id,seed,cohort,q_q,k_y,overlap,P_solo_observed,P_solo_event_step,P_solo_confirmation_step,P_solo_lower_bound,P_solo_upper_bound,P_solo_censoring,P_solo_restricted_step,P_probe_generic_observed,P_probe_generic_event_step,P_probe_generic_confirmation_step,P_probe_generic_lower_bound,P_probe_generic_upper_bound,P_probe_generic_censoring,P_probe_generic_restricted_step,P_probe_selective_observed,P_probe_selective_event_step,P_probe_selective_confirmation_step,P_probe_selective_lower_bound,P_probe_selective_upper_bound,P_probe_selective_censoring,P_probe_selective_restricted_step,P_behavior_observed,P_behavior_event_step,P_behavior_confirmation_step,P_behavior_lower_bound,P_behavior_upper_bound,P_behavior_censoring,P_behavior_restricted_step,P_causal_observed,P_causal_event_step,P_causal_confirmation_step,P_causal_lower_bound,P_causal_upper_bound,P_causal_censoring,P_causal_restricted_step,P_pure_observed,P_pure_event_step,P_pure_confirmation_step,P_pure_lower_bound,P_pure_upper_bound,P_pure_censoring,P_pure_restricted_step,P_causal_minus_probe_selective_lag,P_causal_minus_probe_selective_interval_relation,P_behavior_minus_probe_selective_lag,P_behavior_minus_probe_selective_interval_relation,P_behavior_minus_causal_lag,P_behavior_minus_causal_interval_relation,Q_solo_observed,Q_solo_event_step,Q_solo_confirmation_step,Q_solo_lower_bound,Q_solo_upper_bound,Q_solo_censoring,Q_solo_restricted_step,Q_probe_generic_observed,Q_probe_generic_event_step,Q_probe_generic_confirmation_step,Q_probe_generic_lower_bound,Q_probe_generic_upper_bound,Q_probe_generic_censoring,Q_probe_generic_restricted_step,Q_probe_selective_observed,Q_probe_selective_event_step,Q_probe_selective_confirmation_step,Q_probe_selective_lower_bound,Q_probe_selective_upper_bound,Q_probe_selective_censoring,Q_probe_selective_restricted_step,Q_behavior_observed,Q_behavior_event_step,Q_behavior_confirmation_step,Q_behavior_lower_bound,Q_behavior_upper_bound,Q_behavior_censoring,Q_behavior_restricted_step,Q_causal_observed,Q_causal_event_step,Q_causal_confirmation_step,Q_causal_lower_bound,Q_causal_upper_bound,Q_causal_censoring,Q_causal_restricted_step,Q_pure_observed,Q_pure_event_step,Q_pure_confirmation_step,Q_pure_lower_bound,Q_pure_upper_bound,Q_pure_censoring,Q_pure_restricted_step,Q_causal_minus_probe_selective_lag,Q_causal_minus_probe_selective_interval_relation,Q_behavior_minus_probe_selective_lag,Q_behavior_minus_probe_selective_interval_relation,Q_behavior_minus_causal_lag,Q_behavior_minus_causal_interval_relation,Y_solo_observed,Y_solo_event_step,Y_solo_confirmation_step,Y_solo_lower_bound,Y_solo_upper_bound,Y_solo_censoring,Y_solo_restricted_step,Y_probe_generic_observed,Y_probe_generic_event_step,Y_probe_generic_confirmation_step,Y_probe_generic_lower_bound,Y_probe_generic_upper_bound,Y_probe_generic_censoring,Y_probe_generic_restricted_step,Y_probe_selective_observed,Y_probe_selective_event_step,Y_probe_selective_confirmation_step,Y_probe_selective_lower_bound,Y_probe_selective_upper_bound,Y_probe_selective_censoring,Y_probe_selective_restricted_step,Y_behavior_observed,Y_behavior_event_step,Y_behavior_confirmation_step,Y_behavior_lower_bound,Y_behavior_upper_bound,Y_behavior_censoring,Y_behavior_restricted_step,Y_causal_observed,Y_causal_event_step,Y_causal_confirmation_step,Y_causal_lower_bound,Y_causal_upper_bound,Y_causal_censoring,Y_causal_restricted_step,Y_pure_observed,Y_pure_event_step,Y_pure_confirmation_step,Y_pure_lower_bound,Y_pure_upper_bound,Y_pure_censoring,Y_pure_restricted_step,Y_causal_minus_probe_selective_lag,Y_causal_minus_probe_selective_interval_relation,Y_behavior_minus_probe_selective_lag,Y_behavior_minus_probe_selective_interval_relation,Y_behavior_minus_causal_lag,Y_behavior_minus_causal_interval_relation,compressed_phase_sequence,goal_sequence,goal_transition_count,distinct_pure_goals,goal_cycle,time_share_P,time_share_Q,time_share_Y,time_share_D,bridge_phase,bridge_taxonomy,bridge_signature,bridge_to_final_phase,bridge_to_final_taxonomy,bridge_behavior_P,bridge_causal_P,final_behavior_P,final_causal_P,final_probe_P,final_probe_selectivity_P,final_pure_P,bridge_behavior_Q,bridge_causal_Q,final_behavior_Q,final_causal_Q,final_probe_Q,final_probe_selectivity_Q,final_pure_Q,bridge_behavior_Y,bridge_causal_Y,final_behavior_Y,final_causal_Y,final_probe_Y,final_probe_selectivity_Y,final_pure_Y,final_phase,final_taxonomy,final_signature,final_signature_bits,final_function_family,final_essential_variables,final_essential_variable_count,final_monotone_in_candidates,final_nearest_named_rules,final_nearest_named_hamming,final_tuple_consistency,final_codeword_consistency,final_nuisance_consistency,final_tuple_composite,final_codeword_patch,final_nuisance_sensitive,final_nested_training_support_accuracy,final_absent_q_only_accuracy
adaptive_exploratory_posthoc_with_fresh_seed_replication,24e525b2d80d26ab27cb,53,original,0.99,5,independent,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,5,7,4,5,interval,5,1,5,7,4,5,interval,5,1,5,7,4,5,interval,5,5,probe_selective_before_causal,5,probe_selective_before_behavior,0,unresolved_on_log_grid,1,4,5,3,4,interval,4,1,33,45,24,33,interval,33,1,24,33,17,24,interval,24,1,62,85,45,62,interval,62,1,62,85,45,62,interval,62,1,62,85,45,62,interval,62,38,probe_selective_before_causal,38,probe_selective_before_behavior,0,unresolved_on_log_grid,1,45,62,33,45,interval,45,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,D -> P -> Q,P -> Q,1,2,0,0.0059814453125,0.99346923828125,0.0,0.00054931640625,Q,tuple:pure_Q,51,Q -> Q,tuple:pure_Q -> tuple:pure_Q,0.52978515625,0.5302734375,0.526123046875,0.5284423828125,0.966796875,0.375732421875,0,0.96875,0.97021484375,0.972900390625,0.97259521484375,0.99609375,0.405029296875,1,0.5029296875,0.5030029296875,0.501708984375,0.5014892578125,0.5048828125,-0.086181640625,0,Q,tuple:pure_Q,51,00110011,pure_Q,Q,1,1,pure_Q,0,0.972900390625,1.0,0.972900390625,0,0,0,0.650390625,0.0556640625
adaptive_exploratory_posthoc_with_fresh_seed_replication,9fbb79c32f0aae4250d6,53,original,0.99,5,nested,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,5,7,4,5,interval,5,1,5,7,4,5,interval,5,1,5,7,4,5,interval,5,5,probe_selective_before_causal,5,probe_selective_before_behavior,0,unresolved_on_log_grid,1,5,7,4,5,interval,5,1,33,45,24,33,interval,33,1,24,33,17,24,interval,24,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,61,probe_selective_before_causal,61,probe_selective_before_behavior,0,unresolved_on_log_grid,1,45,62,33,45,interval,45,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,D -> P -> D -> Q,P -> Q,1,2,0,0.0059814453125,0.99102783203125,0.0,0.00299072265625,Q,tuple:pure_Q,51,Q -> Q,tuple:pure_Q -> tuple:pure_Q,0.485595703125,0.485595703125,0.468017578125,0.466796875,0.98193359375,0.367431640625,0,0.985595703125,0.9852294921875,0.966064453125,0.9656982421875,0.99609375,0.381591796875,1,0.514404296875,0.5142578125,0.533935546875,0.5330810546875,0.734375,0.119873046875,0,Q,tuple:pure_Q,51,00110011,pure_Q,Q,1,1,pure_Q,0,0.966064453125,0.984375,0.969970703125,0,0,0,0.7106119791666666,0.00390625
adaptive_exploratory_posthoc_with_fresh_seed_replication,e415a13909337384ef53,67,original,0.9,3,independent,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,13,probe_selective_before_causal,13,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,62,85,45,62,interval,62,1,45,62,33,45,interval,45,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,1,7,9,5,7,interval,7,1,222,304,161,222,interval,222,1,222,304,161,222,interval,222,1,304,418,222,304,interval,304,1,304,418,222,304,interval,304,1,304,418,222,304,interval,304,82,unresolved_on_log_grid,82,unresolved_on_log_grid,0,unresolved_on_log_grid,D -> P -> D -> Y,P -> Y,1,2,0,0.00762939453125,0.0,0.9678955078125,0.02447509765625,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.5,0.5,0.5,0.5,1.0,0.377685546875,0,0.5,0.5,0.5,0.5,0.997802734375,0.37548828125,0,1.0,1.0,1.0,1.0,1.0,0.377685546875,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,1.0,1.0,1.0,0,0,0,1.0,1.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,2cc26180d6105c27ed14,67,original,0.9,3,nested,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,13,probe_selective_before_causal,13,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,1,7,9,5,7,interval,7,1,161,222,117,161,interval,161,1,161,222,117,161,interval,161,1,222,304,161,222,interval,222,1,222,304,161,222,interval,222,1,222,304,161,222,interval,222,61,unresolved_on_log_grid,61,unresolved_on_log_grid,0,unresolved_on_log_grid,D -> P -> Y,P -> Y,1,2,0,0.02203369140625,0.0,0.97662353515625,0.0013427734375,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.5,0.5,0.5,0.5,1.0,0.370361328125,0,0.5,0.5,0.5,0.5,0.698974609375,0.0693359375,0,1.0,1.0,1.0,1.0,1.0,0.370361328125,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,1.0,1.0,1.0,0,0,0,1.0,1.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,1a0fffe61e0cc055bb50,67,original,0.9,5,independent,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,9,13,7,9,interval,9,1,9,13,7,9,interval,9,1,9,13,7,9,interval,9,9,probe_selective_before_causal,9,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,62,85,45,62,interval,62,1,45,62,33,45,interval,45,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,1,45,62,33,45,interval,45,1,1085,1491,790,1085,interval,1085,1,1085,1491,790,1085,interval,1085,1,1085,1491,790,1085,interval,1085,1,1085,1491,790,1085,interval,1085,1,1085,1491,790,1085,interval,1085,0,unresolved_on_log_grid,0,unresolved_on_log_grid,0,unresolved_on_log_grid,D -> P -> D -> Y,P -> Y,1,2,0,0.00799560546875,0.0,0.88555908203125,0.1064453125,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.502197265625,0.5018310546875,0.5,0.5,0.988525390625,0.361083984375,0,0.502197265625,0.50177001953125,0.5,0.5,0.94189453125,0.314453125,0,0.997802734375,0.9978759765625,1.0,1.0,1.0,0.37255859375,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,1.0,1.0,1.0,0,0,0,1.0,1.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,674b07ef260ea1079dfa,67,original,0.9,5,nested,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,9,13,7,9,interval,9,1,9,13,7,9,interval,9,1,9,13,7,9,interval,9,9,probe_selective_before_causal,9,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,1,45,62,33,45,interval,45,1,1085,1491,790,1085,interval,1085,1,790,1085,575,790,interval,790,1,1085,1491,790,1085,interval,1085,1,1085,1491,790,1085,interval,1085,1,1085,1491,790,1085,interval,1085,295,unresolved_on_log_grid,295,unresolved_on_log_grid,0,unresolved_on_log_grid,D -> P -> D -> Y,P -> Y,1,2,0,0.08233642578125,0.0,0.88555908203125,0.0321044921875,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.5,0.5,0.5,0.5,0.988037109375,0.373291015625,0,0.5,0.5,0.5,0.5,0.58544921875,-0.029296875,0,1.0,1.0,1.0,1.0,1.0,0.38525390625,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,1.0,1.0,1.0,0,0,0,1.0,1.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,887d41d587037a3dc7f9,67,original,0.95,3,independent,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,13,probe_selective_before_causal,13,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,45,62,33,45,interval,45,1,45,62,33,45,interval,45,0,,,8192,,right,8192,1,85,117,62,85,interval,85,0,,,8192,,right,8192,40,probe_selective_before_causal,,censored,,censored,1,7,9,5,7,interval,7,1,304,418,222,304,interval,304,1,222,304,161,222,interval,222,1,418,575,304,418,interval,418,1,418,575,304,418,interval,418,1,418,575,304,418,interval,418,196,probe_selective_before_causal,196,probe_selective_before_behavior,0,unresolved_on_log_grid,D -> P -> Q -> D -> Y,P -> Y,1,2,0,0.00762939453125,0.00335693359375,0.9559326171875,0.0330810546875,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.5,0.5,0.5,0.5,1.0,0.3486328125,0,0.5,0.5,0.5,0.5,0.99755859375,0.34619140625,0,1.0,1.0,1.0,1.0,1.0,0.3486328125,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,1.0,1.0,1.0,0,0,0,1.0,1.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,542aff8b4d935b2ba50a,67,original,0.95,3,nested,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,13,probe_selective_before_causal,13,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,62,85,45,62,interval,62,1,62,85,45,62,interval,62,1,117,161,85,117,interval,117,1,117,161,85,117,interval,117,1,117,161,85,117,interval,117,55,probe_selective_before_causal,55,probe_selective_before_behavior,0,unresolved_on_log_grid,1,7,9,5,7,interval,7,1,222,304,161,222,interval,222,1,222,304,161,222,interval,222,1,418,575,304,418,interval,418,1,418,575,304,418,interval,418,1,418,575,304,418,interval,418,196,probe_selective_before_causal,196,probe_selective_before_behavior,0,unresolved_on_log_grid,D -> P -> D -> Q -> D -> Y,P -> Q -> Y,2,3,0,0.00762939453125,0.01104736328125,0.9559326171875,0.025390625,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.5,0.5,0.5,0.5,0.999755859375,0.35400390625,0,0.5,0.5,0.5,0.5,1.0,0.354248046875,0,1.0,1.0,1.0,1.0,1.0,0.354248046875,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,1.0,1.0,1.0,0,0,0,1.0,1.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,47e5daf0664db8905767,67,original,0.95,5,independent,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,9,13,7,9,interval,9,1,13,17,9,13,interval,13,9,probe_selective_before_causal,13,probe_selective_before_behavior,4,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,45,62,33,45,interval,45,1,45,62,33,45,interval,45,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,40,probe_selective_before_causal,40,probe_selective_before_behavior,0,unresolved_on_log_grid,1,45,62,33,45,interval,45,1,1085,1491,790,1085,interval,1085,1,1085,1491,790,1085,interval,1085,1,1491,2048,1085,1491,interval,1491,1,1491,2048,1085,1491,interval,1491,1,1491,2048,1085,1491,interval,1491,406,unresolved_on_log_grid,406,unresolved_on_log_grid,0,unresolved_on_log_grid,D -> P -> Q -> D -> Y,P -> Q -> Y,2,3,0,0.00762939453125,0.0516357421875,0.8427734375,0.09796142578125,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.552001953125,0.5513916015625,0.504638671875,0.5042724609375,0.98876953125,0.367919921875,0,0.553955078125,0.55572509765625,0.504638671875,0.504638671875,0.978271484375,0.357421875,0,0.946044921875,0.94443359375,0.995361328125,0.995703125,1.0,0.379150390625,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,0.995361328125,1.0,0.995361328125,0,0,0,0.9938151041666666,1.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,761651db560c02b1645a,67,original,0.95,5,nested,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,9,13,7,9,interval,9,1,13,17,9,13,interval,13,9,probe_selective_before_causal,13,probe_selective_before_behavior,4,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,62,85,45,62,interval,62,1,62,85,45,62,interval,62,1,117,161,85,117,interval,117,1,117,161,85,117,interval,117,1,117,161,85,117,interval,117,55,probe_selective_before_causal,55,probe_selective_before_behavior,0,unresolved_on_log_grid,1,45,62,33,45,interval,45,0,,,8192,,right,8192,1,3444,4096,2896,3444,interval,3444,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,D -> P -> D -> Q -> D,P -> Q,1,2,0,0.00762939453125,0.10211181640625,0.0,0.8902587890625,D,tuple:nested_support_gate_Y_if_P_equals_Q_else_Q,113,D -> D,tuple:nested_support_gate_Y_if_P_equals_Q_else_Q -> tuple:nested_support_gate_Y_if_P_equals_Q_else_Q,0.2568359375,0.2567138671875,0.250244140625,0.2503662109375,0.99267578125,0.336181640625,0,0.7568359375,0.7569580078125,0.750244140625,0.7503662109375,0.997802734375,0.34130859375,0,0.7431640625,0.7422607421875,0.749755859375,0.749609375,0.948486328125,0.2919921875,0,D,tuple:nested_support_gate_Y_if_P_equals_Q_else_Q,113,01110001,nested_support_gate_Y_if_P_equals_Q_else_Q,P+Q+Y,3,0,nested_support_gate_Y_if_P_equals_Q_else_Q,0,0.999755859375,1.0,0.999755859375,1,0,0,0.9996744791666666,0.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,7908d50495d3127450d8,67,original,0.99,3,independent,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,13,probe_selective_before_causal,13,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,45,62,33,45,interval,45,1,45,62,33,45,interval,45,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,40,probe_selective_before_causal,40,probe_selective_before_behavior,0,unresolved_on_log_grid,1,7,9,5,7,interval,7,1,575,790,418,575,interval,575,1,418,575,304,418,interval,418,1,4871,5793,4096,4871,interval,4871,1,4871,5793,4096,4871,interval,4871,1,4871,5793,4096,4871,interval,4871,4453,probe_selective_before_causal,4453,probe_selective_before_behavior,0,unresolved_on_log_grid,D -> P -> D -> Q -> D -> Y,P -> Q -> Y,2,3,0,0.00518798828125,0.0516357421875,0.45269775390625,0.490478515625,D,raw_codeword_patch,23,D -> Y,raw_codeword_patch -> tuple:pure_Y,0.64453125,0.642822265625,0.551025390625,0.5511474609375,0.99658203125,0.330078125,0,0.6767578125,0.6754150390625,0.552490234375,0.551025390625,0.99853515625,0.33203125,0,0.8232421875,0.822265625,0.947509765625,0.9469401041666667,1.0,0.33349609375,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,0.947509765625,1.0,0.947509765625,0,0,0,0.9309895833333334,0.9970703125
adaptive_exploratory_posthoc_with_fresh_seed_replication,53ce72fe552a6c38da3c,67,original,0.99,3,nested,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,13,probe_selective_before_causal,13,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,45,62,33,45,interval,45,1,45,62,33,45,interval,45,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,40,probe_selective_before_causal,40,probe_selective_before_behavior,0,unresolved_on_log_grid,1,7,9,5,7,interval,7,1,575,790,418,575,interval,575,1,418,575,304,418,interval,418,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,D -> P -> D -> Q -> D,P -> Q,1,2,0,0.00518798828125,0.0516357421875,0.0,0.94317626953125,D,tuple:nested_support_gate_Y_if_P_equals_Q_else_Q,113,D -> D,tuple:nested_support_gate_Y_if_P_equals_Q_else_Q -> tuple:nested_support_gate_Y_if_P_equals_Q_else_Q,0.283203125,0.2841796875,0.337646484375,0.3369140625,1.0,0.330078125,0,0.7275390625,0.73101806640625,0.662841796875,0.66180419921875,1.0,0.330078125,0,0.7724609375,0.7706298828125,0.837158203125,0.8364664713541667,1.0,0.330078125,0,D,tuple:nested_support_gate_Y_if_P_equals_Q_else_Q,113,01110001,nested_support_gate_Y_if_P_equals_Q_else_Q,P+Q+Y,3,0,nested_support_gate_Y_if_P_equals_Q_else_Q,0,0.912353515625,0.921875,0.967041015625,1,0,0,0.9996744791666666,0.349609375
adaptive_exploratory_posthoc_with_fresh_seed_replication,bbbc307aec7e25977aae,67,original,0.99,5,independent,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,9,13,7,9,interval,9,1,13,17,9,13,interval,13,9,probe_selective_before_causal,13,probe_selective_before_behavior,4,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,45,62,33,45,interval,45,1,45,62,33,45,interval,45,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,40,probe_selective_before_causal,40,probe_selective_before_behavior,0,unresolved_on_log_grid,1,45,62,33,45,interval,45,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,D -> P -> D -> Q,P -> Q,1,2,0,0.00518798828125,0.99102783203125,0.0,0.0037841796875,Q,tuple:pure_Q,51,Q -> Q,tuple:pure_Q -> tuple:pure_Q,0.5283203125,0.5272216796875,0.5283203125,0.52783203125,0.95751953125,0.3828125,0,0.97119140625,0.9727783203125,0.97119140625,0.97186279296875,0.99853515625,0.423828125,1,0.49755859375,0.4987060546875,0.49658203125,0.498388671875,0.491455078125,-0.083251953125,0,Q,tuple:pure_Q,51,00110011,pure_Q,Q,1,1,pure_Q,0,0.97119140625,1.0,0.97119140625,0,0,0,0.6455078125,0.0498046875
adaptive_exploratory_posthoc_with_fresh_seed_replication,3b3220df078026c31965,67,original,0.99,5,nested,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,1,13,17,9,13,interval,13,13,probe_selective_before_causal,13,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,45,62,33,45,interval,45,1,45,62,33,45,interval,45,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,1,85,117,62,85,interval,85,40,probe_selective_before_causal,40,probe_selective_before_behavior,0,unresolved_on_log_grid,1,45,62,33,45,interval,45,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,D -> P -> D -> Q,P -> Q,1,2,0,0.00518798828125,0.99102783203125,0.0,0.0037841796875,Q,tuple:pure_Q,51,Q -> Q,tuple:pure_Q -> tuple:pure_Q,0.495849609375,0.4959716796875,0.4970703125,0.4967041015625,0.942626953125,0.3505859375,0,0.995361328125,0.99591064453125,0.9970703125,0.997314453125,0.998291015625,0.40625,1,0.502685546875,0.501513671875,0.50244140625,0.5019287109375,0.51025390625,-0.081787109375,0,Q,tuple:pure_Q,51,00110011,pure_Q,Q,1,1,pure_Q,0,0.9970703125,1.0,0.9970703125,0,0,0,0.669921875,0.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,4344b7d0d2c20da3344a,71,original,0.9,3,independent,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,7,9,5,7,interval,7,1,7,9,5,7,interval,7,1,7,9,5,7,interval,7,7,probe_selective_before_causal,7,probe_selective_before_behavior,0,unresolved_on_log_grid,1,3,4,2,3,interval,3,1,45,62,33,45,interval,45,1,45,62,33,45,interval,45,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,1,9,13,7,9,interval,9,1,161,222,117,161,interval,161,1,161,222,117,161,interval,161,1,304,418,222,304,interval,304,1,304,418,222,304,interval,304,1,304,418,222,304,interval,304,143,probe_selective_before_causal,143,probe_selective_before_behavior,0,unresolved_on_log_grid,D -> P -> D -> Y,P -> Y,1,2,0,0.00823974609375,0.0,0.9678955078125,0.02386474609375,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.5,0.5,0.5,0.5,0.99951171875,0.3623046875,0,0.5,0.5,0.5,0.5,0.9970703125,0.35986328125,0,1.0,1.0,1.0,1.0,1.0,0.36279296875,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,1.0,1.0,1.0,0,0,0,1.0,1.0
adaptive_exploratory_posthoc_with_fresh_seed_replication,79a80e71d84bac0cfcfa,71,original,0.9,3,nested,1,3,4,2,3,interval,3,1,0,1,0,0,left,0,1,0,1,0,0,left,0,1,7,9,5,7,interval,7,1,7,9,5,7,interval,7,1,7,9,5,7,interval,7,7,probe_selective_before_causal,7,probe_selective_before_behavior,0,unresolved_on_log_grid,1,4,5,3,4,interval,4,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,0,,,8192,,right,8192,,censored,,censored,,censored,1,9,13,7,9,interval,9,1,161,222,117,161,interval,161,1,161,222,117,161,interval,161,1,222,304,161,222,interval,222,1,222,304,161,222,interval,222,1,222,304,161,222,interval,222,61,unresolved_on_log_grid,61,unresolved_on_log_grid,0,unresolved_on_log_grid,D -> P -> D -> Y,P -> Y,1,2,0,0.0162353515625,0.0,0.97662353515625,0.00714111328125,Y,tuple:pure_Y,85,Y -> Y,tuple:pure_Y -> tuple:pure_Y,0.5,0.5,0.5,0.5,0.99951171875,0.373291015625,0,0.5,0.5,0.5,0.5,0.67578125,0.049560546875,0,1.0,1.0,1.0,1.0,1.0,0.373779296875,1,Y,tuple:pure_Y,85,01010101,pure_Y,Y,1,1,pure_Y,0,1.0,1.0,1.0,0,0,0,1.0,1.0
